litany,N,1,,4,A litany of failures .,,The patient recited a litany of complaints .,T,
side,N,9,,4,He turned the box over to examine the bottom side .,,A cube has six sides .,T,
empty,V,1,,2,To empty a well or a cistern .,,The cinema emptied quickly after the end of the film .,T,
foulness,N,3,,4,His display of foulness deserved severe punishment .,,Mouths which speak such foulness must be cleansed .,T,
scene,N,3,,12,"The most moving scene is the final one , where he realizes he has wasted his whole life .",,"The play is divided into three acts , and in total twenty",T,
clear,V,0,,0,Clear the leaves from the lawn .,,Clear snow from the road .,T,
voice,N,5,,3,The Times is not the voice of New York .,,Conservatism has many voices .,T,
sing,V,4,,2,I really want to sing in the school choir .,,She was singing while she was cooking .,T,
business,N,4,,0,Show me where the business was today .,,Business is good today .,T,
look,V,2,,2,My backyard look onto the pond .,,The house looks north .,T,
wallah,N,2,,2,The book wallah .,,A kitchen wallah .,T,
break,V,0,,1,Break a branch from a tree .,,Twigs break off of those branches easily .,T,
unit,N,6,,8,The word is a basic linguistic unit .,,He was a member of a special police unit .,T,
space,N,5,,1,They stopped at an open space in the jungle .,,The space between his teeth .,T,
development,N,4,,5,They funded research and development .,,He congratulated them on their development of a plan to meet the emergency .,T,
take,V,3,,3,You ca n't take credit for this !,,He was often taken to be a man of means .,T,
call,N,12,,4,He heard the phone ringing but did n't want to take the call .,,She reported several anonymous calls .,T,
vaccinate,V,1,,2,We vaccinate against scarlet fever .,,The nurse vaccinated the children in the school .,T,
raise,V,0,,0,Raise a shout .,,Raise a sad cry .,T,
relate,V,3,,5,I can not relate these events at all .,,I find it difficult to relate to others because i 'm extremely introverted .,T,
year,N,2,,5,This Chinese year is the year of the Rooster .,,I was born in the year 1950 .,T,
neighbour,N,1,,1,My neighbour has an annoying cat .,,My neighbour is very irritable and grumpy at times .,T,
replace,V,3,,1,We need to replace the secretary that left a month ago .,,He replaced the old razor blade .,T,
think,V,0,,0,Think thin .,,Think big .,T,
flatten,V,0,,2,Flatten a road .,,Mary would flatten the dough before rolling it into pretzels .,T,
carry,V,2,,2,These bonds carry warrants .,,The loan carries a high interest rate .,T,
light,N,3,,4,Can you shed light on this problem ?,,He finally saw the light .,T,
clearance,N,4,,3,The plane was given clearance to land .,,"The plane got clearance from air traffic control , and we were off .",T,
mean,V,3,,1,I did n't mean to knock your tooth out .,,"I meant to take the car in for a smog check , but it slipped my mind .",T,
acknowledge,V,2,,4,* I acknowledge my transgressions . ,, Psalm 51:3 .,T,
approach,V,1,,2,To approach the city .,,We were approaching our destination .,T,
seat,N,1,,4,The seat of a saddle .,,There were not enough seats for all the guests .,T,
condition,N,2,,2,A heart condition .,,A skin condition .,T,
make,V,0,,1,Make merry .,,"They made nice together , as if their fight never happened .",T,
tell,V,3,,2,I want to tell a story .,,The father told a story to his child .,T,
trouble,N,6,,4,I went to a lot of trouble .,,He won without any trouble .,T,
lob,V,0,,3,Lob the tennis ball .,,"The tennis player lobbed the ball , which was a costly mistake .",T,
be,V,2,,2,I shall be writing to you soon .,,"It had been six days since his departure , when I received a letter from him .",T,
connect,V,2,,2,Can you connect the two loudspeakers ?,,Our computers connected .,T,
apparition,N,2,,1,The sudden apparition of the Spaniards . – William H. Prescott .,,The apparition of Lawyer Clippurse occasioned much speculation in that portion of the world . – Sir W. Scott .,T,
sense,N,5,,3,Fortunately she had the good sense to run away .,,It 's common sense not to put metal objects in a microwave oven .,T,
head,N,3,,1,They shot 20 head of quail .,,200 head of cattle and 50 head of horses .,T,
mean,V,1,,1,I mean to go to Baddeck this summer .,,"I meant to take the car in for a smog check , but it slipped my mind .",T,
oblige,V,3,,2,We had to oblige him .,,The singer obliged with another song .,T,
smile,N,5,,4,She 's got a perfect smile .,,He has a sinister smile .,T,
work,V,0,,2,Work your way through every problem or task .,,She was working on her second martini when the guests arrived .,T,
drink,N,4,,19,He jumped into the drink and had to be rescued .,,"If he does n't pay off the mafia , he 'll wear cement shoes to the bottom of the drink !",T,
come,V,0,,0,Come out of the closet !,,Come with me to the Casbah .,T,
reaction,N,12,,2,When I last tried to eat strawberries I had a terrible allergic reaction .,,A bad reaction to the medicine .,T,
fix,N,3,,4,We have a fix on your position .,,He got a good fix on the target .,T,
ensure,V,4,,2,This nest egg will ensure a nice retirement for us .,,The circumstances ensured a good outcome for him .,T,
eat,V,3,,3,"I did n't eat yet , so I gladly accept your invitation .",,We did not eat until 10 P.M. because there were so many phone calls .,T,
shame,N,13,,6,"When I realized that I had hurt my friend , I felt deep shame .",,The teenager could n't bear the shame of introducing his parents .,T,
day,N,0,,5,Day and night .,,The dawn turned night into day .,T,
forefront,N,6,,6,That laboratory researches topics at the forefront of technology .,,The Cotswolds were once at the forefront of woollen manufacturing in England .,T,
business,N,5,,3,He bought his brother 's business .,,A small mom,T,
leave,V,3,,6,She did n't leave until midnight .,,At what time does your train leave ?,T,
transform,V,4,,1,The alchemists sought to transform lead into gold .,,She transformed the clay into a beautiful sculpture .,T,
check,V,8,,0,"Katie 's sick , so I need to check up on her and see if she needs anything .",,Check whether this page has a watermark .,T,
inactivation,N,2,,1,The gene inactivation system .,,Thermal inactivation of serum samples .,T,
see,V,2,,0,Let 's see ,,,T,
procession,N,4,,0,The Lord Mayor 's procession .,,Processions were forbidden .,T,
platoon,N,2,,0,The defensive platoon of the football team .,,Platoons of tourists poured out of the busses .,T,
connect,V,3,,4,This computer will connect well to the network .,,The new railroad will connect the northern part of the state to the southern part .,T,
rub,V,0,,1,Rub oil into her skin .,,I rubbed the cloth over the glass .,T,
make,V,0,,0,Make an effort .,,"Make love , not war .",T,
analyze,V,0,,2,Analyze the evidence in a criminal trial .,,The inspector analyzed the building for its soundness .,T,
defensiveness,N,1,,11,His defensiveness was manifested in hurt silence .,,The fear of being sued for malpractice has magnified physicians ' defensiveness .,T,
check,V,2,,0,I will check up on the car tomorrow .,,Check out the engine .,T,
make,V,3,,4,They hope to make a bigger profit .,,How much do you make a month in your new job ?,T,
tolerate,V,3,,2,He learned to tolerate the heat .,,"I can tolerate working on Saturdays , but not on Sundays .",T,
sense,N,1,,1,A sense of danger .,,A sense of security .,T,
state,N,4,,2,In a weak financial state .,,The current state of knowledge .,T,
carry,V,1,,2,I carry these thoughts in the back of my head .,,I will carry the secret to my grave .,T,
folk,N,4,,2,They 're just country folk .,,Lots of folks like to travel during the holidays .,T,
sophisticate,V,1,,0,To sophisticate wine . — Howell .,,Sophisticate rose water with geraniol .,T,
transform,V,4,,2,The alchemists sought to transform lead into gold .,,This experience transformed her completely .,T,
time,N,3,,3,See you another time .,,He called four times .,T,
meaning,N,1,,3,The meaning of life .,,What is the meaning of this sentence .,T,
scene,N,5,,4,The crazy lady made a scene in the grocery store .,,They saw an angry scene outside the pub .,T,
narrowness,N,7,,3,The problem with achievement tests is the narrowness they impose on students .,,Frustrated by the narrowness of people 's horizons .,T,
take,V,1,,3,I take it you 're not going ?,,How should I take this message ?,T,
pay,V,2,,1,It will pay to wait .,,It pays to go through the trouble .,T,
camp,V,4,,1,The houseguests had to camp in the living room .,,We camped there .,T,
fit,N,1,,3,A fit of coughing .,,She had a fit and had thrown all of his clothes out of the window .,T,
hoop,V,0,,1,Hoop vats .,,To hoop a barrel or puncheon .,T,
bum,N,4,,4,That mechanic 's a bum ,, he could n't fix a yo,T,
perversion,N,0,,6,Perversion also shows up in kinky telephone cords .,,The tendrils of the plant exhibited perversion .,T,
beat,V,1,,1,We beat the competition .,,Agassi beat Becker in the tennis championship .,T,
line,N,4,,4,They were arrayed in line of battle .,,The cast stood in line for the curtain call .,T,
grow,V,5,,4,"In these forests , mushrooms grow under the trees .",,Her hair does n't grow much anymore .,T,
burn,V,1,,2,To burn the mouth with pepper .,,The iron burnt a hole in my dress .,T,
costume,N,6,,3,He won the prize for best costume .,,We wore gorilla costumes to the party .,T,
put,V,0,,2,Put your ideas in writing .,,That song put me in awful good humor .,T,
flatten,V,14,,0,"As there was a lot of damage , we chose the heavy roller to flatten the pitch .",,Flatten a road .,T,
spring,N,8,,0,The emerging buds were a sure sign of spring .,,Spring is the time of the year most species reproduce .,T,
connection,N,1,,4,The connection between church and state is inescapable .,,My headache has no connection with me going out last night .,T,
develop,V,1,,1,Please develop this roll of film for me .,,Please develop this roll of film .,T,
chain,N,1,,6,A chain of mountains .,,The third link of the silver chain needs to be resoldered .,T,
grow,V,3,,4,That acorn will grow into an oak tree .,,An oak tree will grow from that acorn .,T,
admit,V,3,,1,We can not admit non,,members into our club building .,T,
go,V,0,,2,Go about the world in a certain manner .,,Messages must go through diplomatic channels .,T,
focus,V,12,,1,"If you 're going to beat your competitors , you need to focus .",,We focused on what he wanted .,T,
break,V,4,,5,"The newsman wanted to break a big story , something that would make him famous .",,"When news of their divorce broke , ...",T,
range,V,2,,7,My students range from very bright to dull .,,Estimates for the losses in the earthquake range as high as $ 2 billion .,T,
love,N,4,,3,So that 's fifteen love to Kournikova .,,It was 40 love .,T,
flight,N,1,,6,The flight to Paris leaves at 7 o'clock tonight .,,Where is the departure gate for flight 747 ? / Go straight down and to the right .,T,
job,N,8,,4,Estimates of the city 's loss on that job ranged as high as a million dollars .,,I 've got a job for you ,T,
thought,N,2,,1,19th century thought .,,Darwinian thought .,T,
block,V,0,,0,Block a plate for printing .,,Block the wheels of a car .,T,
now,N,6,,0,There is no better time than now .,,Now is the right time .,T,
truck,V,0,,1,Truck fresh vegetables across the mountains .,,Amanda trucked the package to her mother 's house from Philadelphia .,T,
foot,N,1,,1,The foot of the page .,,The foot of the list .,T,
run,N,2,,0,His daily run keeps him fit .,,Running is good exercise .,T,
see,V,2,,1,Can you see the bird in that tree ?,,I saw their laughing and joking .,T,
care,V,3,,1,I do n't care .,,We cared about the opera .,T,
sense,N,3,,5,It 's common sense not to put metal objects in a microwave oven .,,He has n't got the sense God gave little green apples .,T,
cut,V,2,,0,The sweat cut little rivulets into her face .,,Cut trenches .,T,
play,V,0,,1,Play football .,,We played hockey all afternoon .,T,
stretch,V,2,,0,I always stretch my muscles before exercising .,,Stretch your legs !,T,
make,V,2,,2,She 'll make a fine president .,,He will make a splendid father !,T,
doctrine,N,5,,7,The incarnation is a basic doctrine of classical Christianity .,,The four noble truths summarise the main doctrines of Buddhism .,T,
hit,V,2,,1,The thermometer hit 100 degrees .,,I hit the jackpot .,T,
wash,V,9,,2,"The car is so dirty , we need to wash it .",,Can you wash away the spots on the windows ?,T,
see,V,2,,7,Can you see the bird in that tree ?,,He is blind ,T,
business,N,3,,3,A small mom,,and,T,
one,N,4,,4,He is the best one .,,"Driver , noun : one who drives .",T,
receptiveness,N,1,,6,"This receptiveness is the key feature in oestral behavior , enabling natural mating to occur .",,He was testing the government 's receptiveness to reform .,T,
whet,V,0,,1,Whet my appetite .,,To whet one 's appetite or one 's courage .,T,
find,V,1,,1,I find him to be obnoxious .,,I found the movie rather entertaining .,T,
work,V,4,,3,This dough does not work easily .,,The soft metal works well .,T,
commercialization,N,7,,4,Both companies will retain control over the commercialization of their own products .,,My father considered the commercialization of Christmas to be a sacrilege .,T,
face,N,4,,6,They climbed the north face of the mountain .,,Put a big sign on each face of the building that can be seen from the road .,T,
be,V,4,,1,When will the meeting be ?,,It is almost eight .,T,
see,V,3,,3,How nice to see you again !,,I 'll probably see you at the meeting .,T,
run,N,5,,5,The play had a long run on Broadway .,,The team enjoyed a brief run of victories .,T,
inventory,N,1,,3,An inventory may be necessary to see if anything is missing .,,They held an inventory every month .,T,
hunger,N,0,,3,Hunger for affection .,,I have a hunger to win .,T,
size,N,11,,3,I do n't think we have the red one in your size .,,He wears a size 13 shoe .,T,
discover,V,10,,1,"The story is false , so far as I can discover .",,I discovered the fleece .,T,
send,V,1,,7,"To send a message , or a letter .",,"Every day at two o'clock , he sends his secretary out to buy him a coffee .",T,
normalize,V,0,,0,Normalize relations with China .,,Normalize the temperature .,T,
range,N,6,,7,We hiked through the Andes mountain range .,,The plains lay just beyond the mountain range .,T,
check,V,2,,8,I will check up on the car tomorrow .,,"Katie 's sick , so I need to check up on her and see if she needs anything .",T,
strike,V,0,,2,Strike ` z ' on the keyboard .,,Her comments struck a sour note .,T,
trend,N,1,,2,The trend of the stock market .,,The upward trend of stock,T,
libido,N,3,,19,"For Freudians , libido means the desire to "" unite and bind "" with objects in the world .",,The ego as an organ which seeks to synthesize thoughts in the psyche is said to be driven by libido or eros .,T,
metric,N,5,,6,Convert all the measurements to metric units .,,It is easier to work in metric .,T,
stuff,N,5,,4,The trunk was full of stuff .,,What is all that stuff on your bedroom floor ?,T,
pull,V,0,,0,Pull the string gently .,,Pull the rope .,T,
know,V,3,,1,She does n't know this composer .,,We know this movie .,T,
anchorage,N,5,,4,The plant needs a firm anchorage .,,The mother provides emotional anchorage for the entire family .,T,
neighbour,N,1,,3,My neighbour has an annoying cat .,,They ′re our neighbours across the street .,T,
transplant,N,4,,6,He had a kidney transplant .,,A child had a multiple organ transplant two months ago .,T,
imbalance,N,2,,2,A hormonal imbalance .,,The growing imbalances between the rich and poor first lead to more crime .,T,
tea,N,7,,0,Go to the supermarket and buy some tea .,,Tea has fragrant white flowers .,T,
lead,N,5,,3,They did n't follow our lead .,,He takes the lead in any group .,T,
flatten,V,14,,0,"As there was a lot of damage , we chose the heavy roller to flatten the pitch .",,Flatten your stomach with these exercises .,T,
check,V,0,,0,Check the brakes .,,Check whether this page has a watermark .,T,
face,N,4,,9,She has a pretty face .,,I wish I had seen the look on his face when he got the news .,T,
wash,V,3,,2,He managed to wash out the stains .,,Can you wash away the spots on the windows ?,T,
reaction,N,4,,2,There was a chemical reaction of the lime with the ground water .,,"In this reaction , the acid and base will neutralize each other , producing a salt .",T,
ulteriority,N,6,,5,His stories were too susceptible to ulteriority .,,Their conversation was limited to ulteriorities .,T,
conflict,N,1,,1,His conflict of interest made him ineligible for the post .,,A conflict of loyalties .,T,
reaction,N,2,,8,A bad reaction to the medicine .,,The announcement of the verdict brought a violent reaction .,T,
play,V,0,,2,Play water from a hose .,,The fountains played all day .,T,
look,N,6,,5,He went out to have a look .,,He gave it a good looking at .,T,
appearance,N,5,,5,The rookie made a brief appearance in the first period .,,It was Bernhardt 's last appearance in America .,T,
stand,V,3,,6,Where do you stand on the War ?,,"Christian charity , or love , stands first in the rank of gifts .",T,
school,N,2,,1,The whole school turned out for the game .,,The school keeps parents informed .,T,
make,V,1,,1,To make like a deer caught in the headlights .,,"They made nice together , as if their fight never happened .",T,
communication,N,4,,11,How many lines of communication can there be among four people ?,,A round archway at the far end of the hallway provided communication to the main chamber .,T,
feeling,N,3,,5,She had a feeling of euphoria .,,The house gave me a feeling of dread .,T,
liver,N,20,,5,"You could fry up some chicken livers for a tasty treat . — Nah , I do n't like chicken liver .",,I 'd like some goose liver pate .,T,
be,V,2,,5,I shall be writing to you soon .,,"I would drive you , were I to obtain a car .",T,
identity,N,5,,7,Geneticists only recently discovered the identity of the gene that causes it .,,It was too dark to determine his identity .,T,
vehicle,N,4,,5,A congregation is a vehicle of group identity .,,The play was just a vehicle to display her talents .,T,
beer,N,2,,0,I love beer but I know it is bad for you .,,Beer is brewed all over the world .,T,
art,N,1,,3,The art of conversation .,,How great thou art !,T,
play,V,4,,2,This speech did n't play well with the American public .,,His remarks played to the suspicions of the committee .,T,
coverage,N,11,,3,Do n't go to lunch if we do n't have enough coverage for the help,,desk phones .,T,
feel,V,3,,1,You make me feel naked .,,She felt small and insignificant .,T,
kill,V,1,,2,Cigarettes kill .,,Drunken driving kills .,T,
sow,V,2,,3,"As you sow , so shall you reap .",,"When I had sown the field , the day 's work was over .",T,
post,N,3,,1,He occupied a post in the treasury .,,Parcel post .,T,
patch,N,6,,3,The world economy had a rough patch in the 1930s .,,Does n't that patch of clouds looks like a bunny ?,T,
air,N,6,,6,There was a tension in the air which made me suspect an approaching storm .,,A smell of chemicals in the air .,T,
period,N,3,,2,Picasso 's blue period .,,A time period of 30 years .,T,
rest,N,4,,5,The boulder came to rest just behind the house after rolling down the mountain .,,The ocean was finally at rest .,T,
keep,V,0,,0,Keep your cool .,,Keep your temper .,T,
make,V,0,,0,Make a decision .,,Make advances .,T,
dwelling,N,4,,3,He built a modest dwelling near the pond .,,I was doing dwelling in the cave .,T,
block,N,9,,5,"The store is huge , occupying an entire city block .",,He lives in the next block .,T,
raise,V,6,,0,We visited a farm where they raise chickens .,,Raise a family .,T,
application,N,1,,1,The application of indexes to tables of data .,,The application of maximum thrust .,T,
line,N,1,,6,The line stretched clear around the corner .,,You must wait in a long line at the checkout counter .,T,
check,V,8,,0,"Katie 's sick , so I need to check up on her and see if she needs anything .",,Check the brakes .,T,
carnival,N,11,,2,We all got to ride the merry,,go,T,
air,N,4,,6,I need some fresh air .,,A smell of chemicals in the air .,T,
behalf,N,2,,4,In your behalf .,,Campaigning in his own behalf .,T,
piece,N,4,,4,He designed a new piece of equipment .,,She bought a lovely piece of china .,T,
process,N,16,,3,"This product of last month 's quality standards committee is quite good , even though the process was flawed .",,Events now in process .,T,
leave,N,3,,4,She was granted leave to speak .,,"The applicant now seeks leave to appeal and , if leave be granted , to appeal against these sentences .",T,
year,N,2,,5,In the year 1920 .,,I was born in the year 1950 .,T,
credit,N,9,,3,"He arrived five minutes late , but to his credit he did work an extra ten minutes at the end of his shift .",,He was given credit for his work .,T,
time,N,4,,7,When was the last time we went out ? I do n't remember .,,"Okay , but this is the last time . No more after that !",T,
voice,N,5,,1,The Times is not the voice of New York .,,The voice of the law .,T,
believe,V,2,,3,Should we believe a publication like the National Enquirer ?,,You can not believe this man .,T,
well,V,1,,2,Tears well in her eyes .,,The currents well up .,T,
time,N,7,,3,"Okay , but this is the last time . No more after that !",,That 's three times he 's made the same mistake .,T,
normalize,V,0,,9,Normalize relations with China .,,There is little hope that the two countries will normalize relations ; their governments seem to hate each other and would just as soon stay on bad terms .,T,
save,V,2,,2,I 'll save you the trouble .,,This will save you a lot of time .,T,
collector,N,4,,8,He is an avid collector of nineteenth,,century postage stamps .,T,
unit,N,2,,4,Change per unit volume .,,The centimetre is a unit of length .,T,
job,N,5,,4,The barber did a real job on my hair .,,Dry rot did the job of destroying the barn .,T,
coverage,N,3,,3,The dictionary 's coverage of standard English is excellent .,,There are overlapping coverages on your insurance policies .,T,
session,N,2,,2,A filming session .,,A training session .,T,
pull,N,1,,5,The pull of the current .,,Iron fillings drawn by the pull of a magnet .,T,
lead,N,9,,3,We were just waiting for someone to take the lead .,,He takes the lead in any group .,T,
moon,N,5,,5,Men first stepped on the moon in 1969 .,,"The average distance to the Moon is 384,400 kilometers .",T,
sense,N,1,,1,A sense of self .,,A sense of happiness .,T,
make,V,6,,1,You have to spend money to make money !,,He made twenty bucks playing poker last night .,T,
fatigue,N,1,,13,Political fatigue .,,After watching TV with her husband she had a bad case of football fatigue .,T,
text,N,6,,5,He wants to reconstruct the original text .,,They handed out the printed text of the mayor 's speech .,T,
howl,N,3,,0,He gave a howl of pain .,,Howls of laughter .,T,
contraction,N,6,,5,` wo n't ' is a contraction of ` will not ' .,,` o'clock ' is a contraction of ` of the clock ' .,T,
pay,V,0,,0,Pay a visit .,,Pay a call .,T,
play,V,0,,0,Play the stock market .,,Play with her feelings .,T,
execute,V,2,,0,I 'll execute your orders as soon as this meeting is adjourned .,,Execute the decision of the people .,T,
lifesaving,N,7,,5,"I 'm normally a big fan of lifesaving , but in his case we can make an exception .",,He took a course in lifesaving .,T,
see,V,2,,2,I can see what will happen .,,I can see a risk in this strategy .,T,
know,V,1,,6,I know that the President lied to the people .,,It is vital that he not know .,T,
didacticism,N,1,,1,The didacticism of the 19th century gave birth to many great museums .,,The didacticism expected in books for the young .,T,
give,V,0,,0,Give a yelp .,,Give a gulp .,T,
recognition,N,4,,1,The law was a recognition of their civil rights .,,The recognition of the Rio Grande as a boundary between Mexico and the United States .,T,
take,V,2,,0,I 'll take the blue plates .,,Take any one of these cards .,T,
lift,V,2,,0,You never lift a finger to help me !,,Lift a load .,T,
play,V,0,,1,Play the stock market .,,They played games on their opponents .,T,
stress,N,11,,3,"He presided over the economy during the period of the greatest stress and danger""",, R.J.Samuelson .,T,
memorability,N,1,,6,True memorability of phrase .,,Continuous change results in lack of memorability .,T,
convention,N,1,,5,Political convention .,,The EU installed an inter,T,
window,N,3,,1,They had a window of less than an hour when an attack would have succeeded .,,Launch window .,T,
come,V,3,,1,She could not come because she was too upset .,,He came after a few minutes .,T,
travel,N,7,,0,He enjoyed selling but he hated the travel .,,Travel to Spain .,T,
cut,V,0,,2,Cut a hole .,,The sweat cut little rivulets into her face .,T,
bear,V,0,,0,Bear a resemblance .,,Bear a signature .,T,
militate,V,1,,1,To militate against the possibility of his election .,,Politeness militated against this opinion being expressed .,T,
language,N,1,,3,The language introduced is standard throughout the text .,,He taught foreign languages .,T,
wildness,N,7,,3,Liza had always had a tendency to wildness .,,The element of wildness in his behavior was a protest against repressive convention .,T,
lady,N,1,,11,A lady doctor .,,A chauffeur opened the door of the limousine for the grand lady .,T,
night,N,3,,5,From noon till night .,,They worked from morning to night .,T,
couple,V,4,,2,Now the conductor will couple the train cars .,,I 've coupled our system to theirs .,T,
back,V,1,,0,I back you all the way .,,Back this enterprise .,T,
know,V,1,,1,I know it 's time .,,He knows about 19th century politics .,T,
understand,V,1,,1,I understand wanting more .,,I understand how to do it .,T,
gravitation,N,0,,0,"Gravitation can not be held responsible for people falling in love """,,,T,
run,V,6,,2,My computer is too old to run the new OS .,,I will run the sample .,T,
arousal,N,3,,6,The mechanism for arousal from sleep .,,The animal undergoes regular spells of arousal .,T,
operation,N,2,,3,A multinational operation .,,A large,T,
make,V,2,,2,We should make Cincinnati by 7 tonight .,,We barely made it to the finish line .,T,
check,N,6,,10,He paid all his bills by check .,,"I was not carrying cash , so I wrote a check for the amount .",T,
appointment,N,11,,3,I 'm leaving work early because I have a doctor 's appointment .,,They made an appointment to meet at six .,T,
grow,V,4,,3,Her hair does n't grow much anymore .,,Corn does n't grow here .,T,
company,N,2,,3,A hook,,and,T,
head,N,1,,6,12 head of big cattle and 14 head of branded calves .,,A reduction in the assessment per head of sheep .,T,
cup,N,1,,8,The cup of her bra .,,He wore a jock strap with a metal cup .,T,
life,N,1,,1,Social life .,,City life .,T,
thing,N,3,,3,She has a thing about him .,,He has a thing about seafood .,T,
head,N,1,,6,12 head of big cattle and 14 head of branded calves .,,At five years of age this head of cattle is worth perhaps $ 40 .,T,
breath,N,6,,4,He was fighting to his last breath .,,He took a deep breath and dived into the pool .,T,
hyponym,N,3,,3,Dog is a hyponym of animal .,,British is a hyponym of European .,T,
fall,V,0,,4,Fall by the wayside .,,We must stand or fall .,T,
scrap,N,4,,5,There was not a scrap left .,,She jotted it on a scrap of paper .,T,
block,V,0,,5,Block an attack .,,The offensive linemen tried to block the blitz .,T,
take,V,0,,0,Take action .,,Take vengeance .,T,
bestow,V,0,,2,Bestow an honor on someone .,,Medals were bestowed on the winning team .,T,
grater,N,10,,2,I 'm making coleslaw ; do you know where the grater is ?,,Modern cheese graters have more than one side so the cheese can be sliced in different ways .,T,
boy,N,3,,3,Steve is a boy of 16 .,,She made the boy brush his teeth every night .,T,
play,N,5,,8,The ball was still in play .,,Insiders said the company 's stock was in play .,T,
cup,N,6,,7,Put the flag back in the cup .,,He swore as the ball rimmed the cup and rolled away .,T,
window,N,3,,4,They had a window of less than an hour when an attack would have succeeded .,,You have a two,T,
run,N,3,,3,She got a run in her stocking .,,I have a run in my stocking .,T,
due,N,3,,4,Give him his due — he is a good actor .,,Give the devil his due .,T,
coordinate,V,0,,0,Coordinate our efforts .,,"Coordinate the painters , masons , and plumbers .",T,
population,N,2,,7,The African,,American population of Salt Lake City has been increasing .,T,
air,N,7,,4,The flock of birds took to the air .,,I need some fresh air .,T,
communicate,V,3,,6,Many deaf people communicate with sign language .,,He and his sons have n't communicated for years .,T,
pull,V,0,,0,Pull your knees towards your chin .,,Pull the rope .,T,
rub,N,5,,6,Give that lamp a good rub and see if any genies come out .,,He gave the hood a quick rub .,T,
see,V,8,,1,You have to be a good observer to see all the details .,,I saw their laughing and joking .,T,
grow,V,4,,2,An oak tree will grow from that acorn .,,The gardener grew that acorn into an oak tree .,T,
take,V,3,,3,How should I take this message ?,,You ca n't take credit for this !,T,
floor,N,5,,8,The room has a wooden floor .,,We spread our sleeping bags on the dry floor of the tent .,T,
evil,N,6,,5,Attempts to explain the origin of evil in the world .,,Do n't go giving me evils !,T,
know,V,1,,1,I know that the President lied to the people .,,She knew of our plan .,T,
come,V,3,,2,Your wish will come true .,,Which letter comes before Y ?,T,
turn,V,0,,0,Turn your face to the wall .,,Turn your dance partner around .,T,
time,N,6,,1,It took more than half my time .,,Take time to smell the roses .,T,
poise,V,1,,1,To poise the scales of a balance .,,"I poised the crowbar in my hand , and waited .",T,
be,V,2,,6,I shall be writing to you soon .,,We liked to chat while we were eating .,T,
know,V,1,,1,I know it 's time .,,She knew of our plan .,T,
use,V,0,,2,Use the plastic bags to store the food .,,We only use Spanish at home .,T,
principle,N,1,,1,The principle of the internal combustion engine .,,The principles of democracy .,T,
finance,V,2,,2,Can we finance the addition to our home ?,,His parents financed his college education .,T,
snap,V,1,,1,To snap a whip .,,To snap a fastener .,T,
pass,N,2,,4,A mountain pass .,,We got through the pass before it started to snow .,T,
be,V,2,,2,I shall be writing to you soon .,,The sky is a deep blue today .,T,
practice,V,2,,1,You should practice playing piano every day .,,Pianists practice scales .,T,
run,V,0,,6,Run a new program on the Mac .,,My computer is too old to run the new OS .,T,
origin,N,1,,0,Mineral origin .,,Origin in sensation .,T,
crystallize,V,3,,2,He tried to crystallize his thoughts .,,My ideas crystallized overnight .,T,
acknowledge,V,2,,4,We must acknowledge the kindness she showed towards us .,,* They his gifts acknowledged none . ,T,
load,V,0,,1,Load the camera .,,He loaded his gun carefully .,T,
refill,N,3,,3,He got a refill for his notebook .,,He got a refill for his ball,T,
optimization,N,2,,2,In an optimization problem we seek values of the variables that lead to an optimal value of the function that is to be optimized .,,The simultaneous optimization of growth and profitability .,T,
mine,N,5,,7,This diamond comes from a mine in South Africa .,,Most coal and ore comes from open,T,
see,V,2,,1,Can you see the bird in that tree ?,,I saw her bake the cake .,T,
call,N,4,,3,He placed a phone call to London .,,I received several calls today .,T,
unionize,V,13,,15,We do n't allow people to come into our plant and try to unionize the workers .,,My uncle got roughed up by some corporate thugs after they caught him trying to unionize their workers .,T,
be,V,2,,2,I shall be writing to you soon .,,The woman is walking .,T,
origin,N,4,,1,The rumor had its origin in idle gossip .,,Mineral origin .,T,
trump,N,1,,3,A trump can take a trick even when a card of a different suit is led .,,Clubs were declared trumps .,T,
mine,N,6,,7,He came out of the coal mine with a face covered in black .,,Most coal and ore comes from open,T,
be,V,2,,2,I shall be writing to you soon .,,This building is three hundred years old .,T,
grip,N,1,,4,The grip of a sword .,,There are several good grips on the northern face of this rock .,T,
series,N,5,,6,The Post Office issued a series commemorating famous American entertainers .,,His coin collection included the complete series of Indian,T,
demand,N,3,,3,There is a demand for jobs .,,There is a demand for voluntary health workers in the poorer parts of Africa and Asia .,T,
mean,V,1,,1,I mean to go to Baddeck this summer .,,I mean no harm .,T,
crunch,N,2,,3,A financial crunch .,,An end,T,
weakness,N,1,,8,The weakness of the dollar against the yen .,,"In a small number of horses , muscle weakness may progress to paralysis .",T,
line,N,2,,5,A shared line .,,"Please speak up , the line is very faint .",T,
slip,N,3,,4,He blamed his slip on the ice .,,The jolt caused many slips and a few spills .,T,
death,N,1,,1,The death of my grandmother saddened the whole family .,,Her death came as a terrible shock .,T,
stay,V,0,,3,Stay alone .,,I can only stay for an hour .,T,
wall,N,1,,1,A wall of prejudice .,,A wall of smoke .,T,
whole,N,1,,4,The whole of American literature .,,Europe considered as a whole .,T,
escape,N,3,,4,He made his escape from the mental hospital .,,The prisoners made their escape by digging a tunnel .,T,
